category,subcategory,rank,keyword,affinity
Travel,Cruises,8,full movie dogs,0.3952569169960474
Travel,Cruises,8,city canal cruise and admission,0.3952569169960474
Travel,Cruises,8,amateur swinger dvd,0.3952569169960474
Travel,Cruises,8,lambs meryl,0.3952569169960474
Travel,Cruises,8,borghese gallery small group tour,0.3952569169960474
Travel,Cruises,8,teen forum nonude,0.3952569169960474
Travel,Cruises,8,the grinch,0.3952569169960474
Travel,Cruises,8,smoking nude,0.3952569169960474
Travel,Cruises,8,nowplaying unknown foggy mirrors,0.3952569169960474
Travel,Cruises,8,german citizenship,0.3952569169960474
Travel,Cruises,8,the keys,0.3952569169960474
Travel,Cruises,8,giant buns and cheese,0.3952569169960474
Travel,Cruises,8,flexible porn galleries,0.3952569169960474
Travel,Cruises,8,leisurely day,0.3952569169960474
Travel,Cruises,8,a balcony,0.3952569169960474
Travel,Cruises,8,seattle annual music,0.3952569169960474
Travel,Cruises,8,mike gundys mullet,0.3952569169960474
Travel,Cruises,8,merylstreep film new dvd,0.3952569169960474
Travel,Cruises,8,carolina forests green sea floyds,0.3952569169960474
Travel,Cruises,8,movies collateral dvd tom cruise jamie foxx,0.3952569169960474
Travel,Cruises,8,last week,0.3952569169960474
Travel,Cruises,8,tom cruises mummy movie,0.3952569169960474
Food & Drink,Vegan,6,the amount,14.551083591331269
Food & Drink,Vegan,6,italian vegan activist alfredo meschi,14.241486068111456
Food & Drink,Vegan,6,a vegan,3.4055727554179565
Food & Drink,Vegan,6,vegan food,1.8575851393188854
Food & Drink,Vegan,6,a vegan diet,1.5479876160990713
Food & Drink,Vegan,6,raw vegan organic snacks,1.5479876160990713
Food & Drink,Vegan,6,vanilla lip balm creamsicle lip balm orange lip balm vanilla lip balm vegan lip,1.238390092879257
Food & Drink,Vegan,6,a video,1.238390092879257
Food & Drink,Vegan,6,the point,1.238390092879257
Food & Drink,Vegan,6,periscope vegan whipped cream aquafaba testkitchen,1.238390092879257
Food & Drink,Vegan,6,a day,0.9287925696594427
Food & Drink,Vegan,6,a vegan means,0.9287925696594427
Food & Drink,Vegan,6,cherry lip balm cherry flavored lip balm vegan lip balm sweetened lip balm one,0.9287925696594427
Food & Drink,Vegan,6,high carb,0.9287925696594427
Food & Drink,Vegan,6,w fluoride,0.9287925696594427
Food & Drink,Vegan,6,muscle and lose belly fat,0.9287925696594427
Food & Drink,Vegan,6,shoe designer rebecca mink,0.9287925696594427
Food & Drink,Vegan,6,peta teams,0.9287925696594427
Food & Drink,Vegan,6,oblivion vegan,0.9287925696594427
Food & Drink,Vegan,6,the year,0.9287925696594427
Food & Drink,Vegan,6,vegan thai curry,0.9287925696594427
Food & Drink,Vegan,6,the subject,0.9287925696594427
Food & Drink,Vegan,6,vegan flats,0.9287925696594427
Food & Drink,Vegan,6,low fat raw til,0.9287925696594427
Food & Drink,Vegan,6,foodporn foodie dallas,0.6191950464396285
Food & Drink,Vegan,6,recipe vegetarian meatlessmonday whatveganseat ht,0.6191950464396285
Food & Drink,Vegan,6,many vegans,0.6191950464396285
Food & Drink,Vegan,6,a pair,0.6191950464396285
Food & Drink,Vegan,6,meat money antibiotics,0.6191950464396285
Food & Drink,Vegan,6,vegan recipe,0.6191950464396285
Food & Drink,Vegan,6,vegan ethiopia vegantravel,0.6191950464396285
Food & Drink,Vegan,6,share stories,0.6191950464396285
Food & Drink,Vegan,6,straight edge man,0.6191950464396285
Food & Drink,Vegan,6,happy birthday,0.6191950464396285
Food & Drink,Vegan,6,a year,0.6191950464396285
Food & Drink,Vegan,6,the ultimate guide,0.6191950464396285
Food & Drink,Vegan,6,german mulled wine vegan heaven,0.6191950464396285
Food & Drink,Vegan,6,vegan meats,0.6191950464396285
Food & Drink,Vegan,6,a lot,0.6191950464396285
Food & Drink,Vegan,6,the woman,0.6191950464396285
Food & Drink,Vegan,6,the pun,0.6191950464396285
Food & Drink,Vegan,6,trader joes,0.6191950464396285
Food & Drink,Vegan,6,the taste,0.6191950464396285
Food & Drink,Vegan,6,veganshoes needabutler,0.6191950464396285
Food & Drink,Vegan,6,handmade vegan shoes,0.6191950464396285
Food & Drink,Vegan,6,the future,0.6191950464396285
Food & Drink,Vegan,6,nsw shark attack victim,0.6191950464396285
Food & Drink,Vegan,6,vegan merch collection,0.6191950464396285
Food & Drink,Vegan,6,biodynamic vegan,0.6191950464396285
Food & Drink,Vegan,6,alfredo meschi,0.6191950464396285
Arts & Entertainment,Television,1,job sa,14.138817480719796
Arts & Entertainment,Television,1,national television,4.370179948586118
Arts & Entertainment,Television,1,a taehyung,4.113110539845758
Arts & Entertainment,Television,1,live television,3.8560411311053984
Arts & Entertainment,Television,1,television history,3.3419023136246784
Arts & Entertainment,Television,1,the rally,2.827763496143959
Arts & Entertainment,Television,1,snakehole lounge,2.827763496143959
Arts & Entertainment,Television,1,a great scene,2.827763496143959
Arts & Entertainment,Television,1,asian television awards,2.313624678663239
Arts & Entertainment,Television,1,fave concept,2.056555269922879
Arts & Entertainment,Television,1,next year,2.056555269922879
Arts & Entertainment,Television,1,pac fans,1.7994858611825193
Arts & Entertainment,Television,1,washington vs,1.7994858611825193
Arts & Entertainment,Television,1,the game,1.7994858611825193
Arts & Entertainment,Television,1,maine mendoza,1.7994858611825193
Arts & Entertainment,Television,1,the television,1.5424164524421593
Arts & Entertainment,Television,1,lori spigelmyer,1.5424164524421593
Arts & Entertainment,Television,1,local broadcast,1.0282776349614395
Arts & Entertainment,Television,1,choice television awards,1.0282776349614395
Arts & Entertainment,Television,1,real life,1.0282776349614395
Arts & Entertainment,Television,1,the intruder,1.0282776349614395
Arts & Entertainment,Television,1,disc set,1.0282776349614395
Arts & Entertainment,Television,1,louisville television,1.0282776349614395
Arts & Entertainment,Television,1,the southern television broadcast interruption,1.0282776349614395
Arts & Entertainment,Television,1,the opposing teams,1.0282776349614395
Arts & Entertainment,Television,1,a play,1.0282776349614395
Arts & Entertainment,Television,1,hq amber,0.7712082262210797
Arts & Entertainment,Television,1,russian television,0.7712082262210797
Arts & Entertainment,Television,1,television hangout places,0.7712082262210797
Arts & Entertainment,Television,1,favorite congressman,0.7712082262210797
Arts & Entertainment,Television,1,mais fotos,0.7712082262210797
Arts & Entertainment,Television,1,girl flashes boobs,0.7712082262210797
Arts & Entertainment,Television,1,real locations,0.7712082262210797
Arts & Entertainment,Television,1,hot weather,0.7712082262210797
Arts & Entertainment,Television,1,the history,0.7712082262210797
Arts & Entertainment,Television,1,best thing that happened this dcweek,0.5141388174807198
Arts & Entertainment,Television,1,ed norton,0.5141388174807198
Arts & Entertainment,Television,1,dont miss,0.5141388174807198
Arts & Entertainment,Television,1,the fifth season dvd,0.5141388174807198
Arts & Entertainment,Television,1,beverly hills lauraprepon,0.5141388174807198
Arts & Entertainment,Television,1,gus johnson,0.5141388174807198
Arts & Entertainment,Television,1,the world,0.5141388174807198
Arts & Entertainment,Television,1,television and dhoni,0.5141388174807198
Arts & Entertainment,Television,1,a star,0.5141388174807198
Arts & Entertainment,Television,1,a television,0.5141388174807198
Arts & Entertainment,Television,1,laura prepon critics,0.5141388174807198
Arts & Entertainment,Television,1,bless television,0.5141388174807198
Arts & Entertainment,Television,1,movies and television episodes,0.5141388174807198
Arts & Entertainment,Television,1,coloring book,0.5141388174807198
Arts & Entertainment,Television,1,a new television,0.5141388174807198
Sports,Swimming,2,a sick pool,29.848229342327148
Sports,Swimming,2,a skyscraper,29.848229342327148
Sports,Swimming,2,a stylish swimming pool,23.440134907251263
Sports,Swimming,2,the greatest project,23.440134907251263
Sports,Swimming,2,the water,4.721753794266442
Sports,Swimming,2,kissward liveatlucena,2.6981450252951094
Sports,Swimming,2,a paddle boarder,1.1804384485666104
Sports,Swimming,2,the road,1.1804384485666104
Sports,Swimming,2,salmon swimming,1.0118043844856661
Sports,Swimming,2,naked teen,1.0118043844856661
Sports,Swimming,2,a fish,1.0118043844856661
Sports,Swimming,2,the siberian town,0.6745362563237773
Sports,Swimming,2,go fishy go,0.6745362563237773
Sports,Swimming,2,winter swimming,0.6745362563237773
Sports,Swimming,2,the yenisei river,0.6745362563237773
Sports,Swimming,2,nude videos,0.6745362563237773
Sports,Swimming,2,the bank,0.6745362563237773
Sports,Swimming,2,divnogorsk russia,0.6745362563237773
Sports,Swimming,2,song jihyo bungee jumps,0.5059021922428331
Sports,Swimming,2,new rules,0.5059021922428331
Sports,Swimming,2,swimming pool bathroom,0.5059021922428331
Sports,Swimming,2,guguk vid,0.5059021922428331
Sports,Swimming,2,mud fields,0.5059021922428331
Sports,Swimming,2,swimming pools,0.5059021922428331
Sports,Swimming,2,a swimming pool,0.5059021922428331
Sports,Swimming,2,the sea,0.5059021922428331
Sports,Swimming,2,nude girls,0.33726812816188867
Sports,Swimming,2,mp swim tips,0.33726812816188867
Sports,Swimming,2,diving team,0.33726812816188867
Sports,Swimming,2,goggles motorcycle,0.33726812816188867
Sports,Swimming,2,texas invitational,0.33726812816188867
Sports,Swimming,2,road racing eyewear mens glasses,0.33726812816188867
Sports,Swimming,2,saluki swimming and diving,0.33726812816188867
Sports,Swimming,2,naked girls,0.33726812816188867
Sports,Swimming,2,just keep swimming,0.33726812816188867
Sports,Swimming,2,motocross ski,0.33726812816188867
Sports,Swimming,2,sexy girls,0.33726812816188867
Sports,Swimming,2,wswim womens swimming,0.33726812816188867
Sports,Swimming,2,only areas,0.33726812816188867
Sports,Swimming,2,sexy women,0.33726812816188867
Sports,Swimming,2,missouri state,0.33726812816188867
Sports,Swimming,2,bottlenose dolphins,0.33726812816188867
Sports,Swimming,2,broken hearts tonite w,0.33726812816188867
Sports,Swimming,2,port phillip bay,0.33726812816188867
Sports,Swimming,2,the zippy invitational,0.33726812816188867
Sports,Swimming,2,bob bowman better breaststroke retweet,0.33726812816188867
Sports,Swimming,2,florida everglades,0.33726812816188867
Sports,Swimming,2,boys swimming stevenson,0.16863406408094433
Sports,Swimming,2,the side,0.16863406408094433
Sports,Swimming,2,christmaschamps day,0.16863406408094433
Technology & Computing,Home Video/DVD,5,the dvd,1.6494845360824744
Technology & Computing,Home Video/DVD,5,rocking year,0.8247422680412372
Technology & Computing,Home Video/DVD,5,the secret life,0.8247422680412372
Technology & Computing,Home Video/DVD,5,thalapathy wishing,0.8247422680412372
Technology & Computing,Home Video/DVD,5,tamil cinema,0.8247422680412372
Technology & Computing,Home Video/DVD,5,wonderful achievement,0.8247422680412372
Technology & Computing,Home Video/DVD,5,the complete series dvd,0.8247422680412372
Technology & Computing,Home Video/DVD,5,film trailers,0.8247422680412372
Technology & Computing,Home Video/DVD,5,sherlock s4,0.8247422680412372
Technology & Computing,Home Video/DVD,5,dvd widescreen drama wesley snipes ving rhames peter falk,0.6185567010309279
Technology & Computing,Home Video/DVD,5,cincinnati swastikas words white power,0.6185567010309279
Technology & Computing,Home Video/DVD,5,online cd dvd sales,0.6185567010309279
Technology & Computing,Home Video/DVD,5,secret life,0.6185567010309279
Technology & Computing,Home Video/DVD,5,weightloss dvd workout,0.6185567010309279
Technology & Computing,Home Video/DVD,5,brad pitt morgan,0.6185567010309279
Technology & Computing,Home Video/DVD,5,dvd blu ray,0.6185567010309279
Technology & Computing,Home Video/DVD,5,the trumpeffect,0.6185567010309279
Technology & Computing,Home Video/DVD,5,austens persuasion dvd amanda root ciaran hinds,0.6185567010309279
Technology & Computing,Home Video/DVD,5,minute quick start yoga,0.6185567010309279
Technology & Computing,Home Video/DVD,5,usa preorders,0.6185567010309279
Technology & Computing,Home Video/DVD,5,the form,0.6185567010309279
Technology & Computing,Home Video/DVD,5,digital copy,0.6185567010309279
Technology & Computing,Home Video/DVD,5,a bunch us giveaway,0.6185567010309279
Technology & Computing,Home Video/DVD,5,snow white,0.6185567010309279
Technology & Computing,Home Video/DVD,5,jimmy buffett dvd miami fl live,0.6185567010309279
Technology & Computing,Home Video/DVD,5,mp3 platforms,0.6185567010309279
Technology & Computing,Home Video/DVD,5,pets bluray dvd combo pack,0.6185567010309279
Technology & Computing,Home Video/DVD,5,the bay rare,0.6185567010309279
Technology & Computing,Home Video/DVD,5,interracial couples,0.6185567010309279
Technology & Computing,Home Video/DVD,5,freeman kevin spacey new sealed,0.6185567010309279
Technology & Computing,Home Video/DVD,5,graces asbel hubert sophie cheria dramatic dvd game japan namco g466,0.6185567010309279
Technology & Computing,Home Video/DVD,5,the content,0.6185567010309279
Technology & Computing,Home Video/DVD,5,edition widescreen dan,0.4123711340206186
Technology & Computing,Home Video/DVD,5,jual dvd bokep stripped,0.4123711340206186
Technology & Computing,Home Video/DVD,5,the ballad,0.4123711340206186
Technology & Computing,Home Video/DVD,5,foreign language ver,0.4123711340206186
Technology & Computing,Home Video/DVD,5,home 56x10cm wall sticker free worldwide shipping,0.4123711340206186
Technology & Computing,Home Video/DVD,5,a christmas story dvd,0.4123711340206186
Technology & Computing,Home Video/DVD,5,devon cornwall,0.4123711340206186
Technology & Computing,Home Video/DVD,5,knight rider,0.4123711340206186
Technology & Computing,Home Video/DVD,5,a cinema,0.4123711340206186
Technology & Computing,Home Video/DVD,5,dvd diesel hydraulics class,0.4123711340206186
Technology & Computing,Home Video/DVD,5,lowdown dvd closed captioned widescreen rare oop,0.4123711340206186
Technology & Computing,Home Video/DVD,5,bluray dvd today,0.4123711340206186
Technology & Computing,Home Video/DVD,5,pets bluray dvd digital hd,0.4123711340206186
Technology & Computing,Home Video/DVD,5,kashmiri pandits,0.4123711340206186
Technology & Computing,Home Video/DVD,5,indiana jones,0.4123711340206186
Technology & Computing,Home Video/DVD,5,fat porn dvd,0.4123711340206186
Technology & Computing,Home Video/DVD,5,pets bluray dvd digital hd louis,0.4123711340206186
Technology & Computing,Home Video/DVD,5,marquette relays,0.4123711340206186
Food & Drink,Cocktails/Beer,6,the bar,26.794258373205743
Food & Drink,Cocktails/Beer,6,the grand floridian pineapple tumbler,25.598086124401913
Food & Drink,Cocktails/Beer,6,next cocktail celebration,25.598086124401913
Food & Drink,Cocktails/Beer,6,a beer,11.004784688995215
Food & Drink,Cocktails/Beer,6,the back,7.655502392344498
Food & Drink,Cocktails/Beer,6,its the,7.4162679425837315
Food & Drink,Cocktails/Beer,6,the president,7.177033492822966
Food & Drink,Cocktails/Beer,6,trump tower,7.177033492822966
Food & Drink,Cocktails/Beer,6,the bar explorer level badge,4.784688995215311
Food & Drink,Cocktails/Beer,6,a cocktail,1.674641148325359
Food & Drink,Cocktails/Beer,6,united airlines new polaris lounge,1.1961722488038278
Food & Drink,Cocktails/Beer,6,cocktail celebration,1.1961722488038278
Food & Drink,Cocktails/Beer,6,a backflip,1.1961722488038278
Food & Drink,Cocktails/Beer,6,a slackline,1.1961722488038278
Food & Drink,Cocktails/Beer,6,scots premium copper mugs ad,1.1961722488038278
Food & Drink,Cocktails/Beer,6,oh gwan,0.9569377990430622
Food & Drink,Cocktails/Beer,6,nice hotels,0.9569377990430622
Food & Drink,Cocktails/Beer,6,drink beer,0.9569377990430622
Food & Drink,Cocktails/Beer,6,a bar,0.9569377990430622
Food & Drink,Cocktails/Beer,6,a crowd dont overcomplicate things,0.9569377990430622
Food & Drink,Cocktails/Beer,6,a ingredient cocktail,0.9569377990430622
Food & Drink,Cocktails/Beer,6,roughlife nodapl,0.9569377990430622
Food & Drink,Cocktails/Beer,6,a bin,0.7177033492822966
Food & Drink,Cocktails/Beer,6,burger hot shower nap,0.7177033492822966
Food & Drink,Cocktails/Beer,6,cocktail weenies,0.7177033492822966
Food & Drink,Cocktails/Beer,6,periscope pipeline police drink beer,0.4784688995215311
Food & Drink,Cocktails/Beer,6,the kitchn,0.4784688995215311
Food & Drink,Cocktails/Beer,6,pipeline police,0.4784688995215311
Food & Drink,Cocktails/Beer,6,getoffmylawn orlane,0.4784688995215311
Food & Drink,Cocktails/Beer,6,the coors light tower,0.4784688995215311
Food & Drink,Cocktails/Beer,6,a whisky cocktail,0.4784688995215311
Food & Drink,Cocktails/Beer,6,the jaeger shots,0.4784688995215311
Food & Drink,Cocktails/Beer,6,laptop auntie,0.4784688995215311
Food & Drink,Cocktails/Beer,6,a beer bud,0.4784688995215311
Food & Drink,Cocktails/Beer,6,cocktail party beach chiffon dresses xl a,0.4784688995215311
Food & Drink,Cocktails/Beer,6,joanna hernandez cocktail,0.4784688995215311
Food & Drink,Cocktails/Beer,6,the perfect cocktail,0.4784688995215311
Food & Drink,Cocktails/Beer,6,oasis micropub,0.4784688995215311
Food & Drink,Cocktails/Beer,6,table speakers,0.4784688995215311
Food & Drink,Cocktails/Beer,6,cntraveler cocktail burger hot shower,0.4784688995215311
Food & Drink,Cocktails/Beer,6,a crockpot,0.4784688995215311
Food & Drink,Cocktails/Beer,6,holiday party,0.4784688995215311
Food & Drink,Cocktails/Beer,6,hilarys bar,0.4784688995215311
Food & Drink,Cocktails/Beer,6,orange negroni blender cocktail recipes,0.4784688995215311
Food & Drink,Cocktails/Beer,6,the recipe,0.4784688995215311
Food & Drink,Cocktails/Beer,6,a molotov cocktail,0.4784688995215311
Food & Drink,Cocktails/Beer,6,recipe frozen blood,0.4784688995215311
Food & Drink,Cocktails/Beer,6,recipe thats,0.4784688995215311
Food & Drink,Cocktails/Beer,6,summer boho long maxi evening,0.4784688995215311
Food & Drink,Cocktails/Beer,6,the belt,0.4784688995215311
Sports,Baseball,2,a study,10.014306151645208
Sports,Baseball,2,baseball yards,6.151645207439199
Sports,Baseball,2,football miles basketball miles s,6.151645207439199
Sports,Baseball,2,fidel castro,4.57796852646638
Sports,Baseball,2,massive rally,4.57796852646638
Sports,Baseball,2,baseball yards football miles basketball m,3.862660944206009
Sports,Baseball,2,mlb wire nick saban,3.1473533619456364
Sports,Baseball,2,yearold mark,3.1473533619456364
Sports,Baseball,2,baseball players,2.432045779685265
Sports,Baseball,2,the yankees,2.1459227467811157
Sports,Baseball,2,world baseball classic,1.0014306151645207
Sports,Baseball,2,gocheok dome cr,1.0014306151645207
Sports,Baseball,2,the hope addition charity baseball,1.0014306151645207
Sports,Baseball,2,baseball season,1.0014306151645207
Sports,Baseball,2,everything good,0.8583690987124464
Sports,Baseball,2,baseball boys,0.8583690987124464
Sports,Baseball,2,baseball card,0.8583690987124464
Sports,Baseball,2,adrian beltre,0.8583690987124464
Sports,Baseball,2,a baseball cap,0.8583690987124464
Sports,Baseball,2,rbi baseball,0.8583690987124464
Sports,Baseball,2,blue jays marcus stroman,0.7153075822603719
Sports,Baseball,2,charity baseball game,0.5722460658082975
Sports,Baseball,2,a baseball,0.5722460658082975
Sports,Baseball,2,the astros,0.5722460658082975
Sports,Baseball,2,cloud state,0.5722460658082975
Sports,Baseball,2,unni guhyesun,0.5722460658082975
Sports,Baseball,2,saint marys gogaels,0.5722460658082975
Sports,Baseball,2,wild tie,0.5722460658082975
Sports,Baseball,2,mustread stuff,0.4291845493562232
Sports,Baseball,2,the baseball,0.4291845493562232
Sports,Baseball,2,national adult baseball association,0.4291845493562232
Sports,Baseball,2,mets lgm,0.4291845493562232
Sports,Baseball,2,the mntwins trade nohit pitcher,0.4291845493562232
Sports,Baseball,2,bud selig,0.4291845493562232
Sports,Baseball,2,uber driver,0.4291845493562232
Sports,Baseball,2,the phillies,0.4291845493562232
Sports,Baseball,2,new mntwins,0.4291845493562232
Sports,Baseball,2,the year,0.4291845493562232
Sports,Baseball,2,baseball boss derek falvey,0.4291845493562232
Sports,Baseball,2,piranha nick punto carlos s,0.4291845493562232
Sports,Baseball,2,undertale baseball,0.4291845493562232
Sports,Baseball,2,pitchers and catchers,0.4291845493562232
Sports,Baseball,2,eric milton,0.4291845493562232
Sports,Baseball,2,academic and baseball career,0.4291845493562232
Sports,Baseball,2,a short list,0.4291845493562232
Sports,Baseball,2,a baseball player,0.4291845493562232
Sports,Baseball,2,high heat,0.28612303290414876
Sports,Baseball,2,the team,0.28612303290414876
Sports,Baseball,2,orioles baseball,0.28612303290414876
Sports,Baseball,2,the baseball season,0.28612303290414876
Arts & Entertainment,Books & Literature,1,a book,16.363636363636363
Arts & Entertainment,Books & Literature,1,the book,5.090909090909091
Arts & Entertainment,Books & Literature,1,trump the candidate,4.7272727272727275
Arts & Entertainment,Books & Literature,1,questions media,4.7272727272727275
Arts & Entertainment,Books & Literature,1,playboy years,4.545454545454546
Arts & Entertainment,Books & Literature,1,hugh hefner signed,4.545454545454546
Arts & Entertainment,Books & Literature,1,a good book,3.090909090909091
Arts & Entertainment,Books & Literature,1,new book,2.5454545454545454
Arts & Entertainment,Books & Literature,1,a lovely read,2.0
Arts & Entertainment,Books & Literature,1,the first,1.8181818181818181
Arts & Entertainment,Books & Literature,1,a lot,1.6363636363636365
Arts & Entertainment,Books & Literature,1,amazon book,1.4545454545454546
Arts & Entertainment,Books & Literature,1,kindle amazon,1.2727272727272727
Arts & Entertainment,Books & Literature,1,the award winning dragoneersaga,1.2727272727272727
Arts & Entertainment,Books & Literature,1,art fantasy scifi writers books,1.2727272727272727
Arts & Entertainment,Books & Literature,1,a door,1.2727272727272727
Arts & Entertainment,Books & Literature,1,the world,1.2727272727272727
Arts & Entertainment,Books & Literature,1,the title and format,1.2727272727272727
Arts & Entertainment,Books & Literature,1,the movie,1.2727272727272727
Arts & Entertainment,Books & Literature,1,vera nazarian,1.2727272727272727
Arts & Entertainment,Books & Literature,1,the story,1.090909090909091
Arts & Entertainment,Books & Literature,1,mobile game,1.090909090909091
Arts & Entertainment,Books & Literature,1,foreign re,0.9090909090909091
Arts & Entertainment,Books & Literature,1,the royal dragoneers bestseller and book,0.9090909090909091
Arts & Entertainment,Books & Literature,1,childs 5th grade book,0.9090909090909091
Arts & Entertainment,Books & Literature,1,book obama hussein,0.7272727272727273
Arts & Entertainment,Books & Literature,1,kindleunlimited book,0.7272727272727273
Arts & Entertainment,Books & Literature,1,a manifesto,0.7272727272727273
Arts & Entertainment,Books & Literature,1,a minute,0.7272727272727273
Arts & Entertainment,Books & Literature,1,book levels,0.7272727272727273
Arts & Entertainment,Books & Literature,1,a coffee table book,0.7272727272727273
Arts & Entertainment,Books & Literature,1,the last book,0.7272727272727273
Arts & Entertainment,Books & Literature,1,book award finalist,0.7272727272727273
Arts & Entertainment,Books & Literature,1,a firm statement,0.7272727272727273
Arts & Entertainment,Books & Literature,1,a witch,0.7272727272727273
Arts & Entertainment,Books & Literature,1,the wall,0.7272727272727273
Arts & Entertainment,Books & Literature,1,a line,0.7272727272727273
Arts & Entertainment,Books & Literature,1,the lovely bones,0.7272727272727273
Arts & Entertainment,Books & Literature,1,free choice,0.7272727272727273
Arts & Entertainment,Books & Literature,1,a football player,0.5454545454545455
Arts & Entertainment,Books & Literature,1,joe mcknight,0.5454545454545455
Arts & Entertainment,Books & Literature,1,cloud reader,0.5454545454545455
Arts & Entertainment,Books & Literature,1,amazon kindleunlimited amreading ebooks,0.5454545454545455
Arts & Entertainment,Books & Literature,1,kindle read book ebook books,0.5454545454545455
Arts & Entertainment,Books & Literature,1,a surprise,0.5454545454545455
Arts & Entertainment,Books & Literature,1,the moment,0.5454545454545455
Arts & Entertainment,Books & Literature,1,the treasure,0.5454545454545455
Arts & Entertainment,Books & Literature,1,zayns new book,0.5454545454545455
Arts & Entertainment,Books & Literature,1,read fieldhouse,0.5454545454545455
Arts & Entertainment,Books & Literature,1,cmon mack,0.5454545454545455
Food & Drink,Wine,6,china coal mine blasts,22.404371584699454
Food & Drink,Wine,6,a bottle,12.704918032786885
Food & Drink,Wine,6,the wine,1.2295081967213115
Food & Drink,Wine,6,a mustread,1.2295081967213115
Food & Drink,Wine,6,cambridge leaders,1.092896174863388
Food & Drink,Wine,6,community offering money food clothing,1.092896174863388
Food & Drink,Wine,6,a gift,0.9562841530054645
Food & Drink,Wine,6,wine drunk,0.9562841530054645
Food & Drink,Wine,6,lmfao anything i aint,0.819672131147541
Food & Drink,Wine,6,the idea,0.819672131147541
Food & Drink,Wine,6,a christmas gift,0.819672131147541
Food & Drink,Wine,6,the bottle,0.6830601092896175
Food & Drink,Wine,6,old wine,0.6830601092896175
Food & Drink,Wine,6,climate change,0.6830601092896175
Food & Drink,Wine,6,a glass,0.6830601092896175
Food & Drink,Wine,6,clear crystal cinema ji,0.546448087431694
Food & Drink,Wine,6,trust and old authors,0.546448087431694
Food & Drink,Wine,6,such type,0.546448087431694
Food & Drink,Wine,6,red wine,0.546448087431694
Food & Drink,Wine,6,youngsters insp,0.546448087431694
Food & Drink,Wine,6,the total conservation,0.546448087431694
Food & Drink,Wine,6,usa w,0.546448087431694
Food & Drink,Wine,6,old friends,0.546448087431694
Food & Drink,Wine,6,right path,0.546448087431694
Food & Drink,Wine,6,protest kinder morgan pipeline expansion,0.546448087431694
Food & Drink,Wine,6,men boys,0.4098360655737705
Food & Drink,Wine,6,the next,0.4098360655737705
Food & Drink,Wine,6,the wine drink,0.4098360655737705
Food & Drink,Wine,6,dont talk,0.4098360655737705
Food & Drink,Wine,6,the silence,0.4098360655737705
Food & Drink,Wine,6,certain things,0.4098360655737705
Food & Drink,Wine,6,favorite drunk,0.273224043715847
Food & Drink,Wine,6,the cork,0.273224043715847
Food & Drink,Wine,6,the wine bottle,0.273224043715847
Food & Drink,Wine,6,freestyle lyric,0.273224043715847
Food & Drink,Wine,6,8box half,0.273224043715847
Food & Drink,Wine,6,the couch,0.273224043715847
Food & Drink,Wine,6,resolution pro tip,0.273224043715847
Food & Drink,Wine,6,someones food,0.273224043715847
Food & Drink,Wine,6,im boxing cancer fightingcancerwithpoetry brand ambassador,0.273224043715847
Food & Drink,Wine,6,case break,0.273224043715847
Food & Drink,Wine,6,the rule,0.273224043715847
Food & Drink,Wine,6,sexy videos and pictures,0.273224043715847
Food & Drink,Wine,6,the late paul quarrington,0.273224043715847
Food & Drink,Wine,6,a movie,0.273224043715847
Food & Drink,Wine,6,bed glass,0.273224043715847
Food & Drink,Wine,6,a movie kind,0.273224043715847
Food & Drink,Wine,6,the newdaily environment,0.273224043715847
Food & Drink,Wine,6,thousands parents problem solved completely guru ji,0.273224043715847
Food & Drink,Wine,6,niggas cant,0.273224043715847
Society,Marriage,4,a woman,10.38961038961039
Society,Marriage,4,big sean,10.064935064935066
Society,Marriage,4,potential soulmate,10.064935064935066
Society,Marriage,4,same sex marriage,6.98051948051948
Society,Marriage,4,gay marriage,4.058441558441558
Society,Marriage,4,a marriage,3.896103896103896
Society,Marriage,4,a tutubi na wala,2.75974025974026
Society,Marriage,4,romantic bliss,2.5974025974025974
Society,Marriage,4,marriage equality,1.1363636363636365
Society,Marriage,4,a divorce,1.1363636363636365
Society,Marriage,4,the pain,1.1363636363636365
Society,Marriage,4,a happy marriage,1.1363636363636365
Society,Marriage,4,samesex marriage,0.974025974025974
Society,Marriage,4,a gay,0.974025974025974
Society,Marriage,4,problem solved,0.974025974025974
Society,Marriage,4,a marriage proposal,0.974025974025974
Society,Marriage,4,daughters marriage,0.8116883116883116
Society,Marriage,4,the front lawn,0.8116883116883116
Society,Marriage,4,santas shit,0.8116883116883116
Society,Marriage,4,cousin marriage rates,0.8116883116883116
Society,Marriage,4,the marriage,0.8116883116883116
Society,Marriage,4,marriage thesimpsons600,0.6493506493506493
Society,Marriage,4,a wise man,0.6493506493506493
Society,Marriage,4,bout marriage rn,0.6493506493506493
Society,Marriage,4,lacey porn,0.6493506493506493
Society,Marriage,4,butt stuff leads,0.6493506493506493
Society,Marriage,4,a social construct,0.6493506493506493
Society,Marriage,4,fuckin sho,0.6493506493506493
Society,Marriage,4,the way,0.6493506493506493
Society,Marriage,4,same sex,0.487012987012987
Society,Marriage,4,future homer simpsons600 parenting,0.487012987012987
Society,Marriage,4,a relationship,0.487012987012987
Society,Marriage,4,a new study,0.487012987012987
Society,Marriage,4,the world,0.487012987012987
Society,Marriage,4,a man,0.487012987012987
Society,Marriage,4,a cake,0.487012987012987
